68.796830356,28.2
69.402976190,28.3
70.014226190,28.4
70.636726190,29.1
71.240476190,29.2
71.859226190,29.3
72.466726190,29.4
73.089226190,30.1
73.681726190,30.2
74.296726190,30.3
74.900476190,30.4
75.532351190,31.1
76.124851190,31.2
76.734226190,31.3
77.364226190,31.4
77.975476190,32.1
78.584851190,32.2
79.199851190,32.3
79.834288690,32.4
80.446726190,33.1
81.061726190,33.2
81.680476190,33.3
82.306726190,33.4
82.914226190,34.1
83.540476190,34.2
84.159226190,34.3
84.774226190,34.4
85.376101190,35.1
85.992976190,35.2
86.615476190,35.3
87.219226190,35.4
87.830476190,36.1
88.456726190,36.2
89.062351190,36.3
89.682976190,36.4
90.297976190,37.1
90.912976190,37.2
91.542976190,37.3
92.165476190,37.4
92.778601190,38.1
93.389559523,38.2
93.999226190,38.3
94.606726190,38.4
95.216101190,39.1
95.829226190,39.2
96.440476190,39.3
97.046101190,39.4
97.666726190,40.1
98.270476190,40.2
98.881726190,40.3
99.476101190,40.4
100.081726190,41.1
100.692976190,41.2
101.296726190,41.3
101.911726190,41.4
102.517351190,42.1
103.137976190,42.2
103.737976190,42.3
104.356726190,42.4
104.960476190,43.1
105.564226190,43.2
106.171726190,43.3
106.782976190,43.4
107.405476190,44.1
108.001726190,44.2
108.611101190,44.3
109.222351190,44.4
109.839226190,45.1
110.461726190,45.2
111.065476190,45.3
111.678601190,45.4
112.276726190,46.1
112.884226190,46.2
113.491726190,46.3
114.106726190,46.4
114.714226190,47.1
115.325476190,47.2
115.925476190,47.3
116.514226190,47.4
117.140476190,48.1
117.736726190,48.2
118.344226190,48.3
118.962976190,48.4
119.581726190,49.1
120.177976190,49.2
120.785476190,49.3
121.392976190,49.4
122.004226190,50.1
122.611726190,50.2
123.222976190,50.3
123.840455356,50.4
124.434226190,51.1
125.056726190,51.2
125.652976190,51.3
126.260476190,51.4
126.866101190,52.1
127.486726190,52.2
128.086726190,52.3
128.705476190,52.4
129.305476190,53.1
129.927976190,53.2
130.535476190,53.3
131.150476190,53.4
131.780226190,54.1
132.401017856,54.2
133.017976190,54.3
133.629226190,54.4
134.229226190,55.1
134.836726190,55.2
135.451726190,55.3
136.055476190,55.4
136.662976190,56.1
137.280851190,56.2
137.879851190,56.3
138.507247023,56.4
139.094851190,57.1
139.711726190,57.2
140.319226190,57.3
140.930476190,57.4
141.534226190,58.1
142.160476190,58.2
142.777392856,58.3
143.388934523,58.4
143.997976190,59.1
144.584851190,59.2
145.199851190,59.3
145.809226190,59.4
146.415622023,60.1
147.039226190,60.2
147.641101190,60.3
148.256101190,60.4
148.872976190,61.1
149.491726190,61.2
150.104851190,61.3
150.732976190,61.4
151.340476190,62.1
151.966726190,62.2
152.585476190,62.3
153.192976190,62.4
153.811726190,63.1
154.434226190,63.2
155.052976190,63.3
155.675476190,63.4
156.297976190,64.1
156.916726190,64.2
157.537351190,64.3
158.171476190,64.4
158.799226190,65.1
159.414226190,65.2
160.032976190,65.3
160.666726190,65.4
161.277976190,66.1
161.904226190,66.2
162.535163690,66.3
163.156726190,66.4
163.771726190,67.1
164.390476190,67.2
165.012976190,67.3
165.620476190,67.4
166.239226190,68.1
166.867351190,68.2
167.472976190,68.3
168.084226190,68.4
168.697351190,69.1
169.317976190,69.2
169.932976190,69.3
170.555476190,69.4
171.147976190,70.1
171.774226190,70.2
172.381726190,70.3
172.985476190,70.4
173.600476190,71.1
174.215476190,71.2
174.822976190,71.3
175.434226190,71.4
176.047351190,72.1
176.641726190,72.2
177.251101190,72.3
177.864226190,72.4
178.486726190,73.1
179.099851190,73.2
179.727976190,73.3
180.356247023,73.4
180.980476190,74.1
181.595476190,74.2
182.212351190,74.3
182.829226190,74.4
183.442351190,75.1
184.062976190,75.2
184.681726190,75.3
185.285476190,75.4
185.896726190,76.1
186.511726190,76.2
187.126830356,76.3
187.756726190,76.4
188.371726190,77.1
188.975476190,77.2
189.579226190,77.3
190.184851190,77.4
190.801726190,78.1
191.412976190,78.2
192.046726190,78.3
192.652351190,78.4
193.254226190,79.1
193.850476190,79.2
194.446726190,79.3
195.035476190,79.4
195.635476190,80.1
196.222351190,80.2
196.820476190,80.3
197.412976190,80.4
198.007351190,81.1
198.609226190,81.2
199.194226190,81.3
199.794226190,81.4
200.401726190,82.1
200.994226190,82.2
201.586726190,82.3
202.186726190,82.4
202.775476190,83.1
203.394226190,83.2
203.996767856,83.3
204.584851190,83.4
205.194226190,84.1
205.782976190,84.2
206.390476190,84.3
206.995142856,84.4
207.613205356,85.1
